stay_id,begin_of_stay,end_of_stay,persons,room_type,total_price
60786,2019-09-27,2019-10-08,3,Family,4811.73
60787,2021-01-04,2021-01-17,2,Double,2796.5
60788,2021-09-01,2021-09-07,1,Double,1644.25
60789,2020-03-15,2020-03-17,4,Family,824.02
60790,2019-01-17,2019-01-20,1,Double,445.28
60791,2020-12-16,2020-12-23,2,Single,675.46
60792,2016-03-13,2016-03-26,1,Single,1716.19
60793,2019-12-25,2020-01-06,1,Double,2107.25
60794,2022-09-05,2022-09-12,3,Family,3864.66
60795,2017-11-21,2017-11-28,4,Family,2470.99
60796,2015-01-08,2015-01-12,1,Double,556.06
60797,2019-01-05,2019-01-09,3,Family,987.88
60798,2016-10-11,2016-10-25,2,Single,1840.55
60799,2020-11-05,2020-11-09,1,Single,554.01
60800,2020-09-04,2020-09-05,3,Family,373.01
60801,2018-11-28,2018-12-08,3,Family,4325.07
60802,2023-07-08,2023-07-09,1,Single,271.49
60803,2023-01-12,2023-01-26,3,Family,3830.39
60804,2019-06-17,2019-06-24,2,Single,2144.91
60805,2023-12-02,2023-12-14,3,Family,3985.65
60806,2016-09-23,2016-09-27,4,Single,658.62
60807,2021-02-16,2021-02-17,1,Single,162.65
60808,2021-12-06,2021-12-12,3,Single,713.6
60809,2016-12-23,2016-12-26,4,Family,759.14
60810,2019-03-20,2019-04-02,4,Family,6802.25
60811,2021-07-29,2021-08-03,3,Family,2488.12
60812,2021-03-18,2021-04-01,3,Family,5855.88
60813,2021-12-23,2021-12-29,1,Single,762.79
60814,2019-06-17,2019-06-26,2,Single,2409.27
60815,2016-11-04,2016-11-05,2,Double,234.72
60816,2015-10-22,2015-10-29,3,Single,1056.5
60817,2017-02-10,2017-02-20,1,Single,1299.49
60818,2016-04-10,2016-04-16,3,Family,2436.8
60819,2017-06-19,2017-06-21,3,Family,1130.57
60820,2022-03-19,2022-03-23,3,Single,698.28
60821,2022-02-18,2022-03-04,1,Double,1944.33
60822,2022-07-01,2022-07-02,4,Single,180.31
60823,2020-11-10,2020-11-16,1,Double,1316.9
60824,2019-03-25,2019-04-03,4,Family,5083.71
60825,2023-09-05,2023-09-07,4,Family,1241.39
60826,2023-09-06,2023-09-08,3,Family,901.57
60827,2019-08-18,2019-08-19,3,Single,168.85
60828,2018-01-15,2018-01-29,1,Single,1126.31
60829,2015-07-10,2015-07-24,3,Single,1729.56
60830,2019-03-26,2019-04-05,4,Family,4775.7
60831,2019-08-17,2019-08-31,2,Single,2759.11
60832,2016-12-02,2016-12-04,3,Single,251.96
60833,2016-09-14,2016-09-21,3,Single,1071.12
60834,2020-01-13,2020-01-25,3,Single,1231.78
60835,2018-11-30,2018-12-10,1,Double,2974.71
60836,2017-05-28,2017-06-06,2,Single,1093.37
60837,2018-12-20,2019-01-02,4,Single,1602.65
60838,2016-07-10,2016-07-15,2,Single,1444.12
60839,2018-12-13,2018-12-27,2,Double,3027.65
60840,2018-07-25,2018-08-06,4,Family,7025.32
60841,2016-01-08,2016-01-14,4,Single,468.12
60842,2017-01-26,2017-02-01,3,Family,1590.7
60843,2017-09-26,2017-10-01,2,Double,1312.18
60844,2017-04-01,2017-04-10,1,Single,1214.94
60845,2018-03-27,2018-04-02,3,Single,1477.08
60846,2021-06-17,2021-06-26,3,Single,2101.67
60847,2020-06-29,2020-07-01,2,Single,349.45
60848,2020-12-06,2020-12-19,4,Family,4204.51
60849,2021-05-14,2021-05-26,2,Single,2452.69
60850,2022-10-19,2022-10-23,1,Single,638.33
60851,2017-02-15,2017-02-22,3,Family,1722.83
60852,2017-08-20,2017-09-03,2,Single,1842.89
60853,2016-06-06,2016-06-11,1,Single,1338.88
60854,2022-05-05,2022-05-19,2,Single,2603.51
60855,2023-03-16,2023-03-19,3,Single,484.22
60856,2023-09-09,2023-09-14,1,Double,1820.54
60857,2018-05-06,2018-05-20,3,Family,5561.16
60858,2020-04-09,2020-04-11,3,Family,857.79
60859,2021-05-05,2021-05-08,2,Double,1011.13
60860,2020-01-07,2020-01-20,3,Single,1293.47
60861,2021-11-01,2021-11-03,4,Family,1017.24
60862,2023-09-13,2023-09-25,1,Double,6265.95
60863,2017-12-09,2017-12-20,2,Single,1630.98
60864,2023-04-09,2023-04-15,4,Family,2826.97
60865,2019-07-02,2019-07-16,4,Single,3281.88
60866,2016-12-27,2017-01-10,1,Single,1087.63
60867,2018-11-26,2018-12-10,4,Single,1818.63
60868,2018-09-29,2018-10-12,3,Single,2549.45
60869,2019-03-11,2019-03-25,3,Family,6990.24
60870,2015-10-17,2015-10-21,1,Single,592.31
60871,2015-06-20,2015-06-26,4,Single,1268.0
60872,2021-12-20,2021-12-25,1,Single,613.53
60873,2020-02-26,2020-03-03,3,Family,2220.14
60874,2016-05-30,2016-05-31,3,Family,468.27
60875,2015-05-25,2015-05-31,2,Double,1705.26
60876,2015-03-12,2015-03-13,1,Single,200.88
60877,2016-10-15,2016-10-19,2,Double,1024.33
60878,2017-02-18,2017-02-22,2,Single,307.9
60879,2022-06-28,2022-07-03,1,Double,2522.4
60880,2020-06-20,2020-07-04,4,Family,9468.93
60881,2021-10-13,2021-10-24,2,Double,2752.1
60882,2016-06-28,2016-07-08,3,Family,4443.02
60883,2020-05-20,2020-05-30,1,Single,1569.86
60884,2021-12-15,2021-12-25,3,Family,3119.07
60885,2015-12-22,2015-12-29,3,Single,433.22
60886,2021-12-19,2021-12-20,4,Single,96.72
60887,2017-03-07,2017-03-13,2,Single,939.38
60888,2022-07-31,2022-08-11,3,Single,2755.17
60889,2021-06-06,2021-06-07,2,Single,252.25
60890,2023-04-15,2023-04-27,3,Family,6368.39
60891,2018-01-17,2018-01-27,1,Double,1205.46
60892,2018-08-28,2018-09-06,2,Double,2721.75
60893,2018-10-09,2018-10-16,2,Single,1241.72
60894,2016-07-21,2016-07-23,3,Family,1006.47
60895,2020-05-16,2020-05-18,3,Family,1113.95
60896,2018-08-19,2018-09-02,3,Single,2685.31
60897,2016-01-23,2016-01-27,3,Family,811.95
60898,2018-07-27,2018-08-06,4,Single,2126.79
60899,2022-02-22,2022-03-08,4,Single,1723.54
60900,2018-08-29,2018-09-05,2,Double,2411.77
60901,2018-03-26,2018-04-05,4,Single,867.52
60902,2020-01-17,2020-01-30,1,Single,1737.9
60903,2022-02-22,2022-03-06,1,Double,2656.16
60904,2019-08-07,2019-08-11,3,Family,1898.94
60905,2022-07-01,2022-07-09,1,Single,1232.73
60906,2023-03-07,2023-03-10,2,Single,392.64
60907,2017-08-31,2017-09-02,2,Double,707.9
60908,2020-01-15,2020-01-26,1,Single,795.31
60909,2017-03-30,2017-04-02,3,Single,319.95
60910,2018-09-14,2018-09-23,4,Single,1710.95
60911,2015-11-30,2015-12-13,4,Family,4657.54
60912,2016-09-19,2016-09-22,1,Double,734.52
60913,2020-03-21,2020-03-26,3,Single,1228.79
60914,2015-08-19,2015-08-23,1,Double,1181.81
60915,2017-07-24,2017-08-05,3,Single,1797.29
60916,2022-11-16,2022-11-30,1,Single,1945.65
60917,2019-12-08,2019-12-21,2,Double,2819.88
60918,2018-05-29,2018-06-03,1,Single,927.82
60919,2023-06-25,2023-07-06,3,Family,7105.17
60920,2021-10-11,2021-10-21,4,Family,4767.61
60921,2023-10-01,2023-10-15,3,Single,2277.6
60922,2019-03-22,2019-04-05,1,Single,2513.65
60923,2021-01-16,2021-01-29,1,Single,1447.04
60924,2022-07-17,2022-07-28,2,Double,4588.08
60925,2023-06-30,2023-07-05,4,Family,3081.56
60926,2015-04-16,2015-04-17,1,Double,228.26
60927,2019-06-11,2019-06-19,4,Single,1121.35
60928,2015-03-17,2015-03-22,1,Double,1008.94
60929,2020-06-22,2020-07-02,1,Single,1568.03
60930,2017-08-16,2017-08-26,3,Family,5049.19
60931,2017-05-28,2017-06-03,3,Single,1246.18
60932,2018-06-24,2018-06-26,1,Double,668.59
60933,2018-08-12,2018-08-15,2,Double,1272.33
60934,2022-05-13,2022-05-19,1,Double,2260.37
60935,2022-09-01,2022-09-09,2,Double,2357.51
60936,2021-03-20,2021-03-27,2,Single,1447.28
60937,2022-09-01,2022-09-05,1,Single,816.94
60938,2020-02-08,2020-02-15,4,Family,2348.43
60939,2022-07-14,2022-07-16,1,Single,474.54
60940,2018-12-13,2018-12-26,1,Single,1067.13
60941,2017-08-01,2017-08-10,1,Single,2000.8
60942,2021-10-02,2021-10-09,2,Double,2920.53
60943,2017-05-28,2017-06-06,1,Single,1231.3
60944,2020-08-24,2020-08-31,3,Single,1582.51
60945,2016-10-11,2016-10-16,4,Family,2476.51
60946,2017-10-06,2017-10-14,3,Family,4611.73
60947,2018-07-14,2018-07-25,1,Double,3767.56
60948,2019-10-11,2019-10-19,3,Single,1341.11
60949,2017-10-03,2017-10-13,2,Double,2622.0
60950,2018-02-01,2018-02-10,2,Single,909.79
60951,2017-08-27,2017-09-09,4,Single,4102.65
60952,2017-11-28,2017-12-04,1,Double,1349.69
60953,2015-08-13,2015-08-20,1,Double,2249.55
60954,2018-02-27,2018-03-10,4,Family,2228.43
60955,2020-11-04,2020-11-06,3,Family,725.58
60956,2015-01-04,2015-01-11,4,Single,1003.05
60957,2022-08-02,2022-08-09,1,Single,1713.37
60958,2023-12-10,2023-12-12,2,Double,305.03
60959,2016-01-14,2016-01-25,3,Single,1687.94
60960,2023-02-20,2023-02-23,1,Double,492.65
60961,2016-07-27,2016-08-02,3,Single,1558.62
60962,2023-03-22,2023-03-26,1,Single,993.85
60963,2017-08-13,2017-08-25,2,Single,1869.81
60964,2015-05-02,2015-05-06,3,Family,1460.7
60965,2019-07-16,2019-07-17,1,Single,301.2
60966,2019-07-22,2019-08-02,3,Single,3215.71
60967,2017-09-19,2017-09-23,1,Double,1123.72
60968,2015-03-29,2015-04-08,2,Single,777.48
60969,2023-07-02,2023-07-11,1,Double,3031.19
60970,2022-04-01,2022-04-11,1,Single,1438.66
60971,2021-04-02,2021-04-16,2,Single,3783.04
60972,2017-07-28,2017-08-06,3,Family,5784.78
60973,2017-01-25,2017-02-02,1,Double,978.67
60974,2018-07-24,2018-08-05,4,Family,7686.71
60975,2022-05-03,2022-05-04,3,Family,347.03
60976,2023-04-03,2023-04-04,2,Single,244.28
60977,2018-01-14,2018-01-20,2,Double,1002.88
60978,2018-01-14,2018-01-18,3,Single,388.09
60979,2016-09-29,2016-10-13,3,Single,2275.64
60980,2021-06-16,2021-06-26,2,Double,4552.99
60981,2023-03-01,2023-03-05,4,Family,2451.76
60982,2020-07-21,2020-07-31,1,Single,2680.66
60983,2015-02-27,2015-03-04,4,Family,1585.36
60984,2017-10-01,2017-10-14,4,Family,5795.82
60985,2017-07-11,2017-07-13,3,Single,330.44
60986,2021-06-22,2021-06-27,3,Family,2697.54
60987,2022-07-25,2022-07-31,2,Single,1084.67
60988,2022-06-26,2022-07-05,3,Family,4785.96
60989,2020-11-30,2020-12-14,4,Family,6941.67
60990,2021-06-12,2021-06-23,4,Single,2665.6
60991,2015-06-23,2015-06-29,2,Single,987.63
60992,2022-12-28,2023-01-10,1,Double,1977.86
60993,2015-09-20,2015-10-04,2,Double,3166.08
60994,2021-11-05,2021-11-12,2,Double,2233.61
60995,2022-11-05,2022-11-08,2,Double,1090.06
60996,2019-08-20,2019-08-22,1,Single,516.72
60997,2022-01-07,2022-01-11,1,Double,924.56
60998,2016-06-14,2016-06-26,2,Double,3974.6
60999,2022-03-17,2022-03-26,1,Single,1144.6
61000,2023-01-24,2023-01-30,4,Single,806.65
61001,2019-05-14,2019-05-26,3,Single,1563.76
61002,2017-05-04,2017-05-06,1,Double,480.73
61003,2018-10-19,2018-10-21,1,Double,480.7
61004,2015-01-27,2015-02-04,3,Single,795.48
61005,2017-03-07,2017-03-14,3,Single,1210.85
61006,2023-08-06,2023-08-19,2,Double,5432.51
61007,2015-12-15,2015-12-27,3,Family,2240.05
61008,2023-01-16,2023-01-26,1,Single,1499.05
61009,2021-09-17,2021-09-25,1,Double,1728.59
61010,2018-01-04,2018-01-15,2,Double,1285.19
61011,2021-06-21,2021-06-28,2,Single,1499.11
61012,2022-04-16,2022-04-28,2,Single,2711.53
61013,2016-02-07,2016-02-11,1,Double,610.62
61014,2023-08-26,2023-09-09,3,Family,7924.66
61015,2021-11-19,2021-11-21,2,Double,697.69
61016,2017-07-14,2017-07-17,1,Double,866.65
61017,2023-09-17,2023-09-22,1,Double,2695.04
61018,2017-09-06,2017-09-09,3,Family,1395.33
61019,2020-07-18,2020-07-20,2,Single,379.08
61020,2023-05-11,2023-05-22,2,Single,2223.97
61021,2023-03-03,2023-03-15,2,Double,2890.2
61022,2019-06-19,2019-06-22,2,Single,683.62
61023,2016-03-17,2016-03-24,4,Family,2147.2
61024,2017-09-24,2017-10-07,4,Family,5587.98
61025,2020-12-17,2020-12-27,4,Single,1770.37
61026,2015-02-25,2015-03-01,1,Single,506.57
61027,2015-03-29,2015-04-03,3,Family,1370.35
61028,2022-02-06,2022-02-09,4,Family,936.8
61029,2015-03-02,2015-03-10,2,Single,1359.27
61030,2018-05-01,2018-05-10,1,Double,2008.8
61031,2019-07-21,2019-08-02,1,Double,4113.39
61032,2015-01-19,2015-01-20,4,Single,76.64
61033,2017-08-07,2017-08-08,1,Single,145.0
61034,2021-04-13,2021-04-15,3,Single,323.73
61035,2015-08-26,2015-09-05,2,Single,1914.7
61036,2020-05-03,2020-05-11,3,Single,1471.01
61037,2019-02-27,2019-03-13,2,Single,2035.04
61038,2018-08-06,2018-08-20,3,Single,1781.55
61039,2020-06-08,2020-06-12,3,Family,2655.21
61040,2015-11-04,2015-11-08,2,Single,490.77
61041,2021-03-15,2021-03-28,4,Family,5195.87
61042,2023-12-02,2023-12-09,2,Double,968.72
61043,2023-07-22,2023-07-26,1,Single,1237.22
61044,2015-10-08,2015-10-14,4,Single,857.87
61045,2021-01-31,2021-02-12,1,Single,2564.71
61046,2017-01-21,2017-01-28,2,Single,610.52
61047,2020-11-29,2020-11-30,3,Family,538.41
61048,2018-03-10,2018-03-12,4,Family,973.33
61049,2015-01-21,2015-01-22,3,Single,53.99
61050,2016-01-23,2016-01-29,4,Family,1540.87
61051,2020-08-07,2020-08-17,2,Double,3464.21
61052,2015-12-27,2016-01-06,1,Single,1115.68
61053,2018-05-02,2018-05-16,3,Single,2759.05
61054,2021-12-20,2021-12-23,4,Family,737.72
61055,2022-03-31,2022-04-07,3,Single,1202.57
61056,2015-05-28,2015-06-03,1,Double,1519.3
61057,2019-03-18,2019-04-01,1,Single,2090.81
61058,2016-01-19,2016-01-21,3,Family,615.9
61059,2022-11-06,2022-11-18,2,Single,2008.07
61060,2020-03-09,2020-03-11,1,Single,257.7
61061,2017-02-02,2017-02-07,3,Single,562.75
61062,2020-05-22,2020-06-02,2,Single,2560.64
61063,2021-10-22,2021-11-01,4,Single,1339.44
61064,2022-10-07,2022-10-14,3,Family,3299.89
61065,2020-11-15,2020-11-24,2,Single,987.44
61066,2015-01-26,2015-02-06,4,Family,2652.56
61067,2023-05-22,2023-05-27,4,Family,2363.32
61068,2017-10-10,2017-10-22,4,Single,2373.71
61069,2015-12-17,2015-12-30,1,Single,942.91
61070,2018-01-10,2018-01-16,1,Single,595.34
61071,2017-07-07,2017-07-12,3,Family,2644.97
61072,2022-06-26,2022-07-08,1,Double,5185.31
61073,2022-03-29,2022-04-06,1,Single,1707.4
61074,2015-08-26,2015-09-09,3,Family,5536.06
61075,2015-06-26,2015-07-09,3,Family,8256.55
61076,2017-09-09,2017-09-18,2,Single,1018.95
61077,2022-08-16,2022-08-27,2,Single,2409.97
61078,2019-01-23,2019-02-05,2,Double,2387.19
61079,2017-08-16,2017-08-29,1,Single,2458.79
61080,2020-06-18,2020-07-02,3,Single,3058.02
61081,2019-02-09,2019-02-10,1,Single,93.2
61082,2018-08-08,2018-08-14,1,Single,1052.42
61083,2016-05-01,2016-05-07,2,Single,968.15
61084,2023-05-30,2023-06-07,4,Single,1928.44
61085,2021-09-07,2021-09-13,4,Single,1405.7
61086,2017-07-10,2017-07-13,4,Family,1757.27
61087,2023-12-13,2023-12-18,3,Family,1442.97
61088,2023-10-28,2023-11-05,4,Family,5325.5
61089,2021-12-10,2021-12-23,3,Family,3237.88
61090,2022-04-07,2022-04-15,4,Single,1589.19
61091,2022-11-29,2022-12-08,4,Single,1228.35
61092,2016-05-08,2016-05-19,3,Single,1648.01
61093,2022-11-16,2022-11-22,2,Single,1268.05
61094,2020-08-15,2020-08-16,2,Double,416.15
61095,2016-03-18,2016-03-19,1,Double,249.75
61096,2023-12-31,2024-01-12,3,Family,4147.62
61097,2022-09-15,2022-09-27,1,Single,2437.89
61098,2016-06-22,2016-06-27,3,Single,1101.7
61099,2021-06-26,2021-07-06,2,Single,1768.1
61100,2022-10-23,2022-11-03,4,Family,5302.4
61101,2019-12-24,2019-12-29,4,Family,1891.84
61102,2017-10-03,2017-10-09,1,Double,1817.77
61103,2022-12-04,2022-12-18,3,Single,1076.49
61104,2018-06-26,2018-06-28,2,Single,364.7
61105,2015-01-31,2015-02-12,1,Single,1459.73
61106,2023-03-07,2023-03-09,4,Family,826.23
61107,2020-10-11,2020-10-21,4,Single,1233.34
61108,2020-07-15,2020-07-18,4,Single,696.17
61109,2023-11-09,2023-11-20,4,Family,4288.3
61110,2016-09-04,2016-09-06,4,Single,459.57
61111,2017-04-19,2017-04-29,4,Single,1507.43
61112,2020-03-21,2020-03-22,2,Single,110.72
61113,2016-02-06,2016-02-11,1,Single,746.19
61114,2019-02-12,2019-02-15,4,Family,599.36
61115,2022-01-29,2022-02-04,3,Family,1913.02
61116,2016-06-03,2016-06-15,4,Single,2977.11
61117,2021-08-10,2021-08-23,3,Family,7686.39
61118,2021-02-27,2021-03-13,2,Double,3403.64
61119,2015-05-17,2015-05-23,1,Double,943.0
61120,2015-06-18,2015-06-19,3,Family,547.05
61121,2018-12-15,2018-12-28,3,Single,2033.72
61122,2021-02-18,2021-02-23,1,Single,852.22
61123,2020-06-06,2020-06-17,4,Single,3309.93
61124,2016-10-20,2016-10-31,2,Double,2694.32
61125,2021-08-16,2021-08-28,2,Single,3081.99
61126,2017-03-03,2017-03-11,2,Double,1582.01
61127,2023-03-18,2023-03-30,4,Single,1626.1
61128,2022-05-21,2022-06-04,1,Double,4182.73
61129,2018-06-17,2018-06-29,3,Family,5214.17
61130,2022-05-31,2022-06-05,4,Single,819.59
61131,2015-11-21,2015-12-02,4,Family,3882.3
61132,2015-10-03,2015-10-17,4,Family,5131.43
61133,2019-11-03,2019-11-15,1,Single,1270.58
61134,2019-06-04,2019-06-16,2,Double,3527.89
61135,2017-02-06,2017-02-07,1,Single,82.75
61136,2017-02-09,2017-02-19,4,Family,1917.71
61137,2018-10-18,2018-10-31,1,Double,2482.94
61138,2020-02-21,2020-03-03,2,Single,942.56
61139,2022-12-28,2023-01-04,1,Double,1129.14
61140,2023-12-06,2023-12-20,1,Single,1310.52
61141,2021-11-15,2021-11-29,4,Single,2843.68
61142,2017-04-30,2017-05-13,2,Double,3660.42
61143,2022-12-21,2023-01-04,1,Single,2443.22
61144,2023-07-07,2023-07-21,2,Double,6172.86
61145,2015-11-28,2015-12-05,1,Single,790.8
61146,2015-02-05,2015-02-08,1,Double,361.95
61147,2016-07-21,2016-07-26,2,Double,1709.71
61148,2023-04-18,2023-05-01,2,Single,3473.86
61149,2016-04-18,2016-04-28,1,Double,2789.72
61150,2018-04-28,2018-05-08,2,Single,1264.57
61151,2018-09-02,2018-09-10,1,Double,2315.37
61152,2023-01-09,2023-01-13,3,Family,1506.66
61153,2015-07-24,2015-07-30,1,Single,1346.19
61154,2018-08-21,2018-08-22,3,Single,308.1
61155,2021-01-07,2021-01-14,4,Single,895.97
61156,2023-02-27,2023-03-04,3,Family,1496.54
61157,2015-08-11,2015-08-22,1,Double,3239.49
61158,2023-09-05,2023-09-16,4,Family,4784.44
61159,2021-01-03,2021-01-05,4,Family,735.7
61160,2015-05-08,2015-05-11,3,Single,496.73
61161,2015-03-29,2015-04-05,2,Double,1641.16
61162,2017-12-19,2018-01-01,4,Family,4432.6
61163,2019-09-28,2019-10-08,1,Single,1624.92
61164,2017-05-26,2017-06-08,1,Double,2837.08
61165,2020-07-26,2020-07-31,2,Double,2092.35
61166,2022-01-23,2022-02-01,2,Double,2083.66
61167,2020-09-01,2020-09-05,2,Single,577.65
61168,2019-10-22,2019-11-05,3,Family,5141.79
61169,2016-04-17,2016-05-01,1,Single,1872.66
61170,2022-04-11,2022-04-12,1,Double,373.37
61171,2018-10-31,2018-11-04,2,Single,484.84
61172,2015-03-11,2015-03-14,1,Double,581.83
61173,2015-04-16,2015-04-18,4,Single,377.66
61174,2023-06-17,2023-06-26,1,Single,3101.77
61175,2015-04-09,2015-04-10,4,Family,423.17
61176,2023-07-08,2023-07-20,2,Double,4942.84
61177,2021-06-03,2021-06-13,2,Single,3021.62
61178,2021-09-29,2021-10-03,3,Family,1476.06
61179,2016-06-26,2016-06-28,4,Family,1230.44
61180,2019-04-26,2019-05-03,2,Single,1291.07
61181,2020-08-27,2020-08-28,3,Family,576.47
61182,2017-10-31,2017-11-12,2,Double,2781.89
61183,2015-10-25,2015-11-06,3,Single,2164.72
61184,2015-12-07,2015-12-16,4,Single,1119.73
61185,2020-03-27,2020-04-06,1,Single,1890.62
61186,2017-10-06,2017-10-11,3,Single,1050.6
61187,2015-06-10,2015-06-15,3,Single,1020.75
61188,2021-11-30,2021-12-14,1,Single,2378.38
61189,2016-09-09,2016-09-19,3,Single,1285.26
61190,2017-10-20,2017-10-26,1,Double,1761.28
61191,2015-10-07,2015-10-18,4,Family,4337.94
61192,2021-12-10,2021-12-13,1,Double,541.32
61193,2018-05-08,2018-05-10,3,Family,887.49
61194,2021-03-14,2021-03-23,3,Family,4184.22
61195,2016-03-04,2016-03-15,2,Single,1014.39
61196,2018-01-28,2018-01-29,1,Single,80.44
61197,2016-10-05,2016-10-09,3,Single,407.26
61198,2019-04-25,2019-05-07,4,Single,2572.66
61199,2017-01-27,2017-01-29,4,Single,258.19
61200,2023-10-27,2023-11-08,1,Single,2593.82
61201,2022-01-27,2022-02-09,3,Family,3329.81
61202,2022-03-22,2022-03-29,2,Single,777.54
61203,2017-12-04,2017-12-12,3,Single,572.58
61204,2017-05-27,2017-06-06,2,Double,2374.27
61205,2018-06-05,2018-06-08,2,Double,1127.83
61206,2023-10-13,2023-10-14,3,Single,174.77
61207,2020-03-29,2020-04-10,2,Single,2082.58
61208,2018-04-19,2018-04-21,4,Family,1015.66
61209,2015-08-27,2015-09-06,2,Single,1893.28
61210,2020-08-16,2020-08-29,4,Single,2449.26
61211,2017-02-10,2017-02-12,3,Single,189.98
61212,2016-04-22,2016-04-24,2,Double,418.41
61213,2022-07-25,2022-07-26,4,Single,206.34
61214,2023-08-29,2023-09-11,4,Single,2838.31
61215,2018-06-27,2018-06-29,1,Double,523.65
61216,2022-02-01,2022-02-02,2,Single,129.47
61217,2023-06-20,2023-07-03,1,Single,2838.47
61218,2019-09-25,2019-10-04,4,Single,2283.43
61219,2015-02-23,2015-03-04,2,Single,1258.6
61220,2020-02-09,2020-02-12,2,Double,406.89
61221,2020-07-26,2020-08-03,2,Single,1822.44
61222,2018-04-03,2018-04-15,2,Single,2023.74
61223,2019-04-18,2019-04-29,2,Single,1097.91
61224,2019-07-31,2019-08-07,1,Double,2785.62
61225,2021-12-13,2021-12-26,1,Single,1091.59
61226,2020-09-30,2020-10-10,1,Single,1026.12
61227,2022-03-31,2022-04-05,2,Single,846.75
61228,2017-03-15,2017-03-21,1,Double,1420.62
61229,2019-04-16,2019-04-22,4,Family,2417.66
61230,2018-03-04,2018-03-06,2,Single,290.74
61231,2017-12-21,2017-12-25,4,Single,296.35
61232,2015-07-30,2015-08-07,1,Double,2215.97
61233,2019-06-18,2019-06-21,2,Double,956.55
61234,2016-05-07,2016-05-09,3,Family,1063.43
61235,2023-10-15,2023-10-28,2,Single,2625.25
61236,2021-01-30,2021-02-02,2,Double,528.27
61237,2015-07-28,2015-08-03,4,Single,1390.14
61238,2022-04-11,2022-04-15,2,Single,962.57
61239,2016-09-11,2016-09-16,2,Double,751.69
61240,2022-11-16,2022-11-19,1,Single,563.62
61241,2021-09-18,2021-09-24,1,Single,985.67
61242,2016-10-12,2016-10-17,1,Double,1260.64
61243,2016-12-29,2016-12-30,4,Single,74.49
61244,2019-05-24,2019-05-25,2,Single,89.51
61245,2021-04-08,2021-04-21,1,Single,3341.23
61246,2018-02-16,2018-03-01,2,Double,1751.87
61247,2015-10-16,2015-10-22,3,Family,1957.01
61248,2020-06-21,2020-06-23,1,Single,543.94
61249,2019-11-01,2019-11-07,2,Single,1700.73
61250,2017-01-28,2017-02-07,3,Family,2773.27
61251,2016-02-23,2016-03-02,2,Double,1634.16
61252,2016-07-20,2016-07-24,2,Single,730.24
61253,2022-11-26,2022-12-05,3,Single,1777.51
61254,2023-01-07,2023-01-10,2,Single,404.56
61255,2015-12-29,2015-12-31,2,Double,293.71
61256,2015-07-31,2015-08-14,4,Family,7484.7
61257,2022-05-05,2022-05-08,3,Family,1318.54
61258,2020-09-30,2020-10-06,4,Family,2958.96
61259,2018-10-30,2018-10-31,4,Single,136.67
61260,2021-12-18,2021-12-29,3,Family,3165.0
61261,2023-06-15,2023-06-23,2,Double,4941.73
61262,2023-03-13,2023-03-19,4,Family,2658.06
61263,2022-09-10,2022-09-15,1,Single,941.92
61264,2015-01-29,2015-02-05,4,Single,614.33
61265,2019-04-16,2019-04-27,2,Single,2320.33
61266,2018-04-16,2018-04-27,1,Double,2954.95
61267,2018-01-12,2018-01-19,4,Family,2160.58
61268,2022-09-20,2022-09-26,3,Single,1425.51
61269,2018-12-25,2019-01-03,2,Double,1568.02
61270,2019-01-04,2019-01-18,3,Family,4797.63
61271,2020-12-11,2020-12-24,2,Double,2081.58
61272,2017-10-04,2017-10-05,4,Single,86.39
61273,2021-12-04,2021-12-12,2,Double,1451.77
61274,2020-10-31,2020-11-13,3,Family,5077.53
61275,2018-11-13,2018-11-18,3,Single,628.59
61276,2021-02-20,2021-03-04,2,Double,2363.04
61277,2022-11-09,2022-11-20,1,Double,2891.97
61278,2016-07-02,2016-07-05,3,Single,712.54
61279,2022-05-03,2022-05-06,3,Family,1650.21
61280,2015-09-08,2015-09-14,4,Family,2220.48
61281,2023-04-02,2023-04-13,4,Single,3186.88
61282,2022-12-14,2022-12-27,4,Family,10489.48
61283,2015-10-08,2015-10-17,2,Single,1159.09
61284,2022-09-17,2022-09-20,4,Family,1212.56
61285,2020-03-10,2020-03-18,2,Single,1400.55
61286,2020-05-23,2020-05-25,4,Family,1291.0
61287,2020-11-30,2020-12-12,1,Single,1675.46
61288,2017-09-21,2017-09-26,2,Double,1367.83
61289,2015-03-04,2015-03-18,3,Family,4713.66
61290,2017-03-27,2017-04-01,3,Single,640.26
61291,2016-11-29,2016-12-05,4,Single,979.76
61292,2023-04-26,2023-05-02,4,Single,1023.16
61293,2018-12-17,2018-12-30,2,Single,1714.2
61294,2019-06-21,2019-07-04,4,Family,7976.59
61295,2018-04-11,2018-04-18,3,Single,1342.14
61296,2023-01-18,2023-01-26,2,Double,1338.1
61297,2022-05-29,2022-06-09,3,Family,5986.43
61298,2021-09-23,2021-10-05,3,Single,3150.35
61299,2022-03-30,2022-03-31,2,Double,344.07
61300,2015-05-27,2015-05-28,3,Family,538.43
61301,2019-04-18,2019-04-29,4,Family,4749.79
61302,2023-02-19,2023-02-28,4,Single,1088.76
61303,2022-04-30,2022-05-09,4,Family,3881.8
61304,2021-07-03,2021-07-14,1,Double,4525.67
61305,2020-06-24,2020-07-06,3,Family,7666.66
61306,2019-04-20,2019-04-27,1,Double,2620.65
61307,2021-01-24,2021-02-06,1,Double,2417.51
61308,2023-04-13,2023-04-26,3,Family,7551.71
